step,T,Epot,Efull,NThroughZNThroughKlap
81370,283.151,-8327.91,-7738.16,
81380,275.715,-8309.18,-7734.93,
81390,291.465,-8341.21,-7734.15,
81400,301.718,-8362.25,-7733.83,
81410,311.885,-8384.23,-7734.64,
81420,291.23,-8340.06,-7733.5,
81430,315.202,-8392.06,-7735.56,
81440,313.637,-8391.21,-7737.97,
81450,303.854,-8373.92,-7741.06,
81460,300.05,-8367.14,-7742.2,
81470,282.105,-8329.38,-7741.82,
81480,299.203,-8363.26,-7740.08,
81490,289.776,-8344.56,-7741.02,
81500,286.225,-8335.19,-7739.04,
81510,307.625,-8380.51,-7739.79,
81520,313.476,-8393.67,-7740.77,
81530,295.196,-8357.1,-7742.27,
81540,302.333,-8371.54,-7741.84,
81550,284.377,-8334.59,-7742.3,
81560,298.516,-8361.9,-7740.16,
81570,291.2,-8346.86,-7740.35,
81580,295.82,-8356.21,-7740.08,
81590,298.856,-8361.84,-7739.39,
81600,299.746,-8364.06,-7739.75,
81610,290.235,-8343.62,-7739.13,
81620,327.657,-8422.5,-7740.06,
81630,303.697,-8374.8,-7742.27,
81640,287.313,-8339.48,-7741.06,
81650,310.649,-8388.72,-7741.7,
81660,291.576,-8349.97,-7742.68,
81670,302.518,-8372.22,-7742.13,
81680,298.431,-8363.64,-7742.08,
81690,314.322,-8396.79,-7742.13,
81700,301.194,-8370.87,-7743.55,
81710,301.754,-8370.72,-7742.23,
81720,286.549,-8337.82,-7740.99,
81730,308.361,-8383.35,-7741.1,
81740,266.488,-8294.76,-7739.72,
81750,294.689,-8351.01,-7737.23,
81760,302.742,-8367.49,-7736.95,
81770,324.592,-8415.8,-7739.75,
81780,287.968,-8340.45,-7740.67,
81790,296.574,-8357.54,-7739.84,
81800,290.587,-8344.27,-7739.04,
81810,338.444,-8445.54,-7740.63,
81820,301.678,-8371.64,-7743.31,
81830,297.677,-8363.1,-7743.11,
81840,285.579,-8336.66,-7741.86,
81850,291.282,-8346.94,-7740.26,
81860,287.925,-8338.26,-7738.58,
81870,312.649,-8389.92,-7738.74,
81880,292.87,-8348.93,-7738.94,
81890,313.862,-8392.68,-7738.97,
81900,285.116,-8332.75,-7738.92,
81910,302.778,-8368.59,-7737.97,
81920,272.841,-8306.12,-7737.85,
81930,304.322,-8370.58,-7736.74,
81940,287.686,-8335.68,-7736.5,
81950,327.004,-8418.13,-7737.06,
81960,303.664,-8371.84,-7739.37,
81970,316.8,-8399.13,-7739.3,
81980,288.613,-8341.23,-7740.11,
81990,299.917,-8364.21,-7739.55,
82000,298.577,-8361.15,-7739.28,
82010,286.473,-8335.28,-7738.62,
82020,295.386,-8352.8,-7737.57,
82030,311.43,-8386.41,-7737.77,
82040,304.57,-8373.91,-7739.56,
82050,307.816,-8381.08,-7739.96,
82060,317.389,-8403.06,-7742,
82070,274.936,-8314.74,-7742.11,
82080,271.642,-8305.54,-7739.77,
82090,283.862,-8328.24,-7737.02,
82100,315.743,-8394.57,-7736.94,
82110,272.614,-8303.95,-7736.16,
82120,298.121,-8354.78,-7733.86,
82130,327.416,-8417.37,-7735.44,
82140,299.056,-8360.41,-7737.54,
82150,280.168,-8318.8,-7735.27,
82160,323.608,-8410.1,-7736.09,
82170,290.038,-8341.91,-7737.82,
82180,304.087,-8370.7,-7737.35,
82190,286.244,-8333.35,-7737.17,
82200,302.71,-8365.73,-7735.25,
82210,293.225,-8347.18,-7736.45,
82220,290.426,-8340.57,-7735.67,
82230,303.23,-8367.41,-7735.85,
82240,320.839,-8405.07,-7736.83,
82250,285.253,-8331.17,-7737.05,
82260,310.312,-8383.78,-7737.47,
82270,275.045,-8310.57,-7737.7,
82280,300.301,-8361.63,-7736.17,
82290,285.329,-8330.52,-7736.24,
82300,311.999,-8385.1,-7735.28,
82310,297.541,-8355.8,-7736.08,
82320,306.987,-8375.89,-7736.5,
82330,285.984,-8332.18,-7736.54,
82340,298.193,-8356.93,-7735.86,
82350,283.754,-8326.51,-7735.51,
82360,295.584,-8349.8,-7734.16,
82370,310.416,-8380.88,-7734.35,
82380,317.601,-8397.66,-7736.17,
82390,292.931,-8346.79,-7736.67,
82400,298.639,-8358.77,-7736.77,
82410,279.556,-8317.28,-7735.02,
82420,314.269,-8390.06,-7735.5,
82430,261.319,-8278.29,-7734.02,
82440,295.423,-8346.93,-7731.63,
82450,304.254,-8365.04,-7731.35,
82460,330.928,-8423.36,-7734.11,
82470,290.065,-8338.76,-7734.61,
82480,294.721,-8348.53,-7734.69,
82490,290.261,-8338.28,-7733.73,
82500,323.087,-8407.85,-7734.93,
82510,282.787,-8323.05,-7734.07,
82520,297.939,-8354.28,-7733.74,
82530,290.037,-8337.04,-7732.95,
82540,321.14,-8403.1,-7734.24,
82550,307.521,-8376.32,-7735.82,
82560,299.964,-8361.35,-7736.59,
82570,302.146,-8366.22,-7736.92,
82580,303.245,-8369.56,-7737.96,
82590,279.365,-8319.89,-7738.03,
82600,299.935,-8361.2,-7736.5,
82610,292.174,-8345.96,-7737.43,
82620,298.343,-8355.88,-7734.5,
82630,294.242,-8349.15,-7736.31,
82640,293.938,-8346.38,-7734.17,
82650,301.405,-8361.96,-7734.2,
82660,337.912,-8438.84,-7735.05,
82670,287.972,-8337.93,-7738.14,
82680,312.16,-8387.24,-7737.08,
82690,283.62,-8329.85,-7739.14,
82700,311.906,-8386.28,-7736.64,
82710,281.767,-8324.88,-7738.02,
82720,300.87,-8363.11,-7736.46,
82730,283.615,-8326.88,-7736.17,
82740,312.879,-8386.96,-7735.3,
82750,294.343,-8349.96,-7736.9,
82760,318.832,-8401.94,-7737.89,
82770,302.751,-8370.19,-7739.62,
82780,297.377,-8360.86,-7741.49,
82790,291.018,-8348.27,-7742.14,
82800,292.463,-8350.66,-7741.52,
82810,308.687,-8385.79,-7742.86,
82820,286.532,-8340.57,-7743.79,
82830,302.566,-8376.32,-7746.14,
82840,287.535,-8344.37,-7745.5,
82850,315.623,-8403.23,-7745.85,
82860,301.463,-8375.14,-7747.25,
82870,296.585,-8366.7,-7748.97,
82880,284.171,-8338.33,-7746.46,
82890,300.293,-8372.07,-7746.63,
82900,286.861,-8343.16,-7745.69,
82910,287.86,-8344.58,-7745.03,
82920,276.154,-8317.12,-7741.95,
82930,294.165,-8354.6,-7741.92,
82940,315.038,-8397.09,-7740.94,
82950,315.716,-8402.56,-7744.99,
82960,293.271,-8356.65,-7745.83,
82970,276.265,-8322.52,-7747.12,
82980,292.667,-8353.92,-7744.35,
82990,302.774,-8376.62,-7746,
83000,273.201,-8312.73,-7743.71,
83010,291.256,-8350.25,-7743.62,
83020,305.288,-8378.79,-7742.94,
83030,312.079,-8393.9,-7743.9,
83040,293.16,-8354.4,-7743.81,
83050,307.764,-8384.61,-7743.61,
83060,297.565,-8364.97,-7745.21,
83070,286.867,-8341.2,-7743.71,
83080,269.811,-8304.01,-7742.05,
83090,308.777,-8382.54,-7739.43,
83100,304.658,-8377.87,-7743.33,
83110,298.959,-8365.39,-7742.72,
83120,277.183,-8319.65,-7742.34,
83130,288.612,-8340.23,-7739.12,
83140,299.607,-8363.07,-7739.05,
83150,314.444,-8395.5,-7740.58,
83160,268.981,-8300.03,-7739.8,
83170,293.224,-8348.69,-7737.97,
83180,300.518,-8363.83,-7737.91,
83190,305.603,-8376.76,-7740.26,
83200,289.182,-8341.56,-7739.25,
83210,295.264,-8354.77,-7739.8,
83220,299.773,-8362.92,-7738.56,
83230,296.356,-8356.28,-7739.03,
83240,292.318,-8346.71,-7737.87,
83250,286.322,-8333.27,-7736.93,
83260,293.184,-8347.09,-7736.45,
83270,303.943,-8369.51,-7736.46,
83280,310.911,-8385.88,-7738.32,
83290,292.604,-8347.15,-7737.72,
83300,280.174,-8321.82,-7738.28,
83310,311.269,-8384.96,-7736.65,
83320,309.731,-8384.44,-7739.34,
83330,280.525,-8320.94,-7736.67,
83340,278.185,-8315.45,-7736.05,
83350,279.996,-8315.07,-7731.9,
83360,306.472,-8370.85,-7732.53,
83370,296.003,-8347.78,-7731.27,
83380,313.101,-8387.01,-7734.89,
83390,310.733,-8384.77,-7737.59,
83400,316.539,-8398.73,-7739.44,
83410,290.651,-8345.18,-7739.82,
83420,279.155,-8319.5,-7738.08,
83430,289.349,-8339.85,-7737.19,
83440,294.804,-8350.59,-7736.58,
83450,296.307,-8354.05,-7736.91,
83460,301.184,-8364.83,-7737.53,
83470,289.125,-8340.11,-7737.93,
83480,295.867,-8352.25,-7736.02,
83490,300,-8360.65,-7735.82,
83500,297.843,-8355.2,-7734.86,
83510,295.559,-8349.93,-7734.34,
83520,304.636,-8368.94,-7734.45,
83530,291.189,-8341.03,-7734.54,
83540,316.45,-8394.61,-7735.51,
83550,281.721,-8321.55,-7734.78,
83560,296.411,-8351.79,-7734.43,
83570,294.699,-8347.3,-7733.5,
83580,313.551,-8388.36,-7735.3,
83590,293.362,-8346.38,-7735.37,
83600,297.475,-8354.66,-7735.09,
83610,284.901,-8326.1,-7732.72,
83620,311.74,-8383.42,-7734.13,
83630,294.348,-8346.97,-7733.91,
83640,294.464,-8348.72,-7735.41,
83650,296.804,-8351.49,-7733.31,
83660,320.511,-8402.61,-7735.05,
83670,299.364,-8359.21,-7735.7,
83680,299.421,-8359.31,-7735.68,
83690,292.44,-8345.04,-7735.95,
83700,301.418,-8363.7,-7735.91,
83710,283.685,-8326.73,-7735.87,
83720,276.44,-8308.84,-7733.08,
83730,317.28,-8393.52,-7732.69,
83740,325.005,-8412.57,-7735.66,
83750,313.72,-8391.97,-7738.56,
83760,298.179,-8359.94,-7738.9,
83770,285.347,-8333.2,-7738.88,
83780,302.498,-8368.18,-7738.14,
83790,276.906,-8313.74,-7737.01,
83800,298.052,-8356.08,-7735.3,
83810,307.656,-8376.27,-7735.49,
83820,334.135,-8434.19,-7738.26,
83830,284.737,-8332.09,-7739.04,
83840,305.219,-8373.68,-7737.97,
83850,289.572,-8340.93,-7737.82,
83860,298.273,-8358.17,-7736.93,
83870,298.158,-8358.58,-7737.58,
83880,300.805,-8364.42,-7737.91,
83890,307.525,-8378.15,-7737.65,
83900,320.039,-8406.84,-7740.27,
83910,304.076,-8374.74,-7741.41,
83920,293.654,-8353.54,-7741.92,
83930,304.714,-8376.22,-7741.57,
83940,278.609,-8322.28,-7741.99,
83950,290.954,-8345.03,-7739.03,
83960,306.003,-8377,-7739.66,
83970,302.974,-8370.95,-7739.92,
83980,288.379,-8339.74,-7739.11,
83990,325.516,-8418.15,-7740.17,
84000,290.522,-8345.7,-7740.61,
84010,307.138,-8380.63,-7740.93,
84020,280.326,-8325.07,-7741.21,
84030,311.917,-8393.71,-7744.05,
84040,302.142,-8375.21,-7745.92,
84050,284.433,-8337.71,-7745.29,
84060,278.566,-8324.18,-7743.99,
84070,295.99,-8359.62,-7743.13,
84080,306.901,-8383.48,-7744.27,
84090,287.586,-8342.12,-7743.14,
84100,310.525,-8390.54,-7743.78,
84110,309.175,-8387.45,-7743.5,
84120,295.652,-8360.57,-7744.79,
84130,296.27,-8360.23,-7743.16,
84140,297.977,-8364.51,-7743.88,
84150,284.411,-8335.41,-7743.04,
84160,290.473,-8346.69,-7741.7,
84170,310.91,-8389.96,-7742.4,
84180,306.676,-8382.72,-7743.98,
84190,298.865,-8366.37,-7743.9,
84200,296.193,-8360.27,-7743.36,
84210,317.017,-8406.26,-7745.99,
84220,294.5,-8359.49,-7746.11,
84230,282.696,-8333.98,-7745.19,
84240,271.349,-8308.5,-7743.33,
84250,315.021,-8405.38,-7749.26,
84260,298.605,-8371.8,-7749.87,
84270,298.11,-8371.08,-7750.18,
84280,275.893,-8323.85,-7749.22,
84290,304.981,-8382.49,-7747.28,
84300,300.422,-8375.04,-7749.33,
84310,281.008,-8333.57,-7748.29,
84320,300.748,-8373.73,-7747.33,
84330,298.119,-8368.84,-7747.92,
84340,267.309,-8303.15,-7746.41,
84350,286.373,-8340.86,-7744.41,
84360,293.483,-8354.25,-7742.99,
84370,301.999,-8371.09,-7742.09,
84380,303.871,-8376.45,-7743.56,
84390,289.506,-8345.63,-7742.65,
84400,326.374,-8422.2,-7742.43,
84410,293.383,-8355.48,-7744.42,
84420,294.362,-8356.64,-7743.54,
84430,303.218,-8375.72,-7744.18,
84440,302.171,-8373.94,-7744.58,
84450,293.434,-8355.36,-7744.19,
84460,291.177,-8350.79,-7744.33,
84470,290.782,-8348.74,-7743.1,
84480,304.14,-8376.37,-7742.91,
84490,290.213,-8348.19,-7743.74,
84500,282.009,-8329.35,-7741.98,
84510,288.571,-8342.74,-7741.71,
84520,284.829,-8333.63,-7740.4,
84530,299.721,-8363.48,-7739.23,
84540,299.32,-8362.55,-7739.13,
84550,316.383,-8398.95,-7739.99,
84560,299.555,-8364.94,-7741.03,
84570,300.649,-8368.04,-7741.85,
84580,295.571,-8357.87,-7742.26,
84590,288.756,-8343.25,-7741.84,
84600,285.826,-8336.34,-7741.03,
84610,283.677,-8330.16,-7739.32,
84620,295.807,-8354.92,-7738.81,
84630,291.716,-8346.02,-7738.44,
84640,305.924,-8374.78,-7737.61,
84650,300.433,-8365.14,-7739.4,
84660,291.855,-8346.73,-7738.86,
84670,306.881,-8378.88,-7739.72,
84680,276.703,-8313.97,-7737.65,
84690,313.56,-8390.68,-7737.6,
84700,278.957,-8318.02,-7737.01,
84710,301.466,-8364.6,-7736.71,
84720,301.912,-8364.83,-7736.01,
84730,311.759,-8386.47,-7737.14,
84740,293.062,-8347.44,-7737.05,
84750,296.517,-8355.27,-7737.69,
84760,293.112,-8346.16,-7735.67,
84770,313.217,-8389.62,-7737.25,
84780,279.86,-8319.22,-7736.33,
84790,288.895,-8336.38,-7734.67,
84800,312.505,-8384.99,-7734.11,
84810,316.09,-8395.13,-7736.78,
84820,289.977,-8340.67,-7736.71,
84830,288.705,-8336.47,-7735.16,
84840,299.163,-8358.16,-7735.07,
84850,291.31,-8340.78,-7734.05,
84860,286.178,-8328.48,-7732.44,
84870,301.028,-8359.31,-7732.33,
84880,295.049,-8345.6,-7731.08,
84890,296.439,-8349.34,-7731.92,
84900,298.236,-8352.03,-7730.87,
84910,321.144,-8402.1,-7733.23,
84920,297.078,-8352.82,-7734.07,
84930,310.291,-8381.42,-7735.15,
84940,283.961,-8325.09,-7733.66,
84950,318.76,-8398.83,-7734.92,
84960,279.759,-8317.18,-7734.5,
84970,306.255,-8371.6,-7733.74,
84980,288.384,-8333.99,-7733.35,
84990,309.717,-8379.82,-7734.75,
85000,296.953,-8353.09,-7734.6,
85010,311.83,-8385.79,-7736.31,
85020,290.637,-8340.95,-7735.61,
85030,295.794,-8351.15,-7735.08,
85040,291.861,-8342.1,-7734.22,
85050,296.83,-8353.05,-7734.81,
85060,284.413,-8326.07,-7733.7,
85070,305.04,-8371.27,-7735.94,
85080,275.951,-8309.35,-7734.6,
85090,310.409,-8380.92,-7734.41,
85100,325.522,-8415.93,-7737.94,
85110,298.607,-8362.71,-7740.77,
85120,282.584,-8328.52,-7739.95,
85130,299.317,-8362.88,-7739.46,
85140,299.911,-8364,-7739.35,
85150,294.717,-8352.99,-7739.16,
85160,301.883,-8367.48,-7738.72,
85170,307.142,-8378.94,-7739.23,
85180,316.923,-8400.74,-7740.66,
85190,293.87,-8353.51,-7741.44,
85200,296.272,-8357.71,-7740.64,
85210,283.568,-8331.06,-7740.45,
85220,292.196,-8347.93,-7739.35,
85230,292.473,-8347.01,-7737.85,
85240,296.8,-8354.93,-7736.76,
85250,305.871,-8373.67,-7736.61,
85260,308.59,-8382.73,-7740,
85270,298.062,-8361.5,-7740.71,
85280,295.516,-8356.37,-7740.88,
85290,296.982,-8360.18,-7741.63,
85300,297.858,-8361.87,-7741.49,
85310,303.363,-8373.43,-7741.6,
85320,316.63,-8401.97,-7742.5,
85330,283.147,-8332.63,-7742.9,
85340,284.864,-8334.42,-7741.11,
85350,291.666,-8347.17,-7739.7,
85360,318.314,-8403.78,-7740.8,
85370,293.041,-8351.86,-7741.52,
85380,284.627,-8332.92,-7740.11,
85390,293.522,-8350.07,-7738.73,
85400,292.78,-8348.19,-7738.39,
85410,290.213,-8341.59,-7737.14,
85420,303.559,-8369.62,-7737.37,
85430,288.155,-8337.75,-7737.59,
85440,307.929,-8379.74,-7738.39,
85450,289.733,-8341.47,-7738.02,
85460,299.003,-8360.06,-7737.3,
85470,316.702,-8398.78,-7739.16,
85480,294.489,-8352.25,-7738.89,
85490,308.888,-8383,-7739.66,
85500,288.133,-8339.12,-7739,
85510,293.927,-8351.02,-7738.84,
85520,286.816,-8334.25,-7736.87,
85530,303.466,-8369.24,-7737.19,
85540,297.301,-8355.94,-7736.73,
85550,297.127,-8355.92,-7737.07,
85560,285.172,-8329.95,-7736,
85570,279.543,-8316.82,-7734.6,
85580,322.827,-8406.78,-7734.4,
85590,315.027,-8393.17,-7737.04,
85600,292.409,-8346,-7736.97,
85610,285.999,-8331.87,-7736.2,
85620,308.165,-8378.27,-7736.43,
85630,288.286,-8336.29,-7735.85,
85640,282.796,-8323.62,-7734.62,
85650,293.527,-8344.93,-7733.58,
85660,293.44,-8344.14,-7732.96,
85670,298.694,-8355.28,-7733.17,
85680,296.857,-8350.54,-7732.25,
85690,309.402,-8376.91,-7732.49,
85700,288.67,-8333.01,-7731.77,
85710,306.662,-8370.68,-7731.97,
85720,291.402,-8338.41,-7731.48,
85730,307.549,-8372.87,-7732.31,
85740,294.082,-8343.82,-7731.31,
85750,304.799,-8366.9,-7732.07,
85760,286.39,-8326.92,-7730.43,
85770,294.986,-8343.54,-7729.14,
85780,298.421,-8349.55,-7728,
85790,304.991,-8364.1,-7728.87,
85800,278.044,-8307.85,-7728.74,
85810,293.489,-8339.07,-7727.8,
85820,301.786,-8356.22,-7727.67,
85830,317.424,-8390.33,-7729.2,
85840,298.41,-8351.93,-7730.41,
85850,286.521,-8326.12,-7729.36,
85860,309.649,-8373.5,-7728.56,
85870,306.928,-8369.06,-7729.79,
85880,288.796,-8331.25,-7729.75,
85890,286.851,-8326.24,-7728.79,
85900,297.014,-8346.61,-7728,
85910,314.907,-8384.69,-7728.81,
85920,305.738,-8366.23,-7729.45,
85930,280.42,-8313.17,-7729.11,
85940,311.952,-8377.6,-7727.87,
85950,289.028,-8331.16,-7729.18,
85960,296.808,-8346.42,-7728.23,
85970,286.183,-8322.85,-7726.79,
85980,298.671,-8349.57,-7727.5,
85990,266.557,-8280.22,-7725.03,
86000,316.446,-8384,-7724.92,
86010,290.04,-8329.06,-7724.97,
86020,324.321,-8401.63,-7726.14,
86030,315.053,-8384.09,-7727.9,
86040,295.997,-8345.93,-7729.43,
86050,278.456,-8306.57,-7726.61,
86060,300.683,-8353.67,-7727.41,
86070,280.702,-8310.66,-7726.02,
86080,307.522,-8366.79,-7726.28,
86090,309.5,-8371.23,-7726.61,
86100,293.973,-8339.54,-7727.26,
86110,302.647,-8357.23,-7726.88,
86120,308.536,-8370.92,-7728.31,
86130,312.84,-8383.04,-7731.46,
86140,300.613,-8358.56,-7732.45,
86150,276.307,-8306.64,-7731.16,
86160,299.909,-8354.54,-7729.89,
86170,312.557,-8381.84,-7730.85,
86180,299.664,-8355.24,-7731.1,
86190,296.814,-8351.73,-7733.53,
86200,314.683,-8390.31,-7734.9,
86210,288.379,-8336.14,-7735.51,
86220,288.458,-8335.03,-7734.23,
86230,312.466,-8385.06,-7734.26,
86240,301.422,-8363.58,-7735.79,
86250,284.846,-8328.74,-7735.47,
86260,288.837,-8335.53,-7733.94,
86270,298.89,-8356.19,-7733.67,
86280,303.326,-8365.21,-7733.45,
86290,303.27,-8365.9,-7734.26,
86300,312.352,-8384.59,-7734.02,
86310,323.163,-8410.37,-7737.29,
86320,290.578,-8342.46,-7737.25,
86330,304.312,-8371.54,-7737.73,
86340,285.762,-8332.36,-7737.18,
86350,302.434,-8368.19,-7738.29,
86360,280.184,-8319.63,-7736.07,
86370,307.091,-8375.64,-7736.04,
86380,308.997,-8379.92,-7736.35,
86390,299.072,-8361.48,-7738.58,
86400,286.77,-8333.24,-7735.96,
86410,312.883,-8388.27,-7736.6,
86420,289.785,-8339.14,-7735.58,
86430,302.725,-8366.98,-7736.47,
86440,305.505,-8372.86,-7736.56,
86450,313.64,-8391.81,-7738.57,
86460,294.224,-8350.88,-7738.08,
86470,316.402,-8399.03,-7740.03,
86480,280.043,-8322.96,-7739.69,
86490,294.219,-8351.41,-7738.62,
86500,284.207,-8329,-7737.06,
86510,323.311,-8411.55,-7738.16,
86520,298.253,-8359.03,-7737.83,
86530,313.404,-8392.4,-7739.65,
86540,276.386,-8313.9,-7738.25,
86550,310.127,-8384.39,-7738.47,
86560,277.103,-8314.01,-7736.87,
86570,311.847,-8387.28,-7737.77,
86580,278.453,-8316.53,-7736.58,
86590,306.231,-8374.09,-7736.28,
86600,281.127,-8320.98,-7735.45,
86610,336.175,-8436.84,-7736.66,
86620,286.046,-8333.81,-7738.04,
86630,305.66,-8374.07,-7737.45,
86640,293.864,-8349.88,-7737.82,
86650,325.346,-8416.62,-7738.99,
86660,285.347,-8334.29,-7739.97,
86670,329.558,-8427.34,-7740.94,
86680,276.107,-8315.84,-7740.77,
86690,308.008,-8381.56,-7740.05,
86700,281.738,-8325.65,-7738.85,
86710,303.017,-8369.67,-7738.55,
86720,292.894,-8347.29,-7737.26,
86730,311.338,-8386.6,-7738.15,
86740,291.612,-8345.29,-7737.92,
86750,291.895,-8345.9,-7737.95,
86760,287.249,-8334.66,-7736.38,
86770,294.375,-8348.8,-7735.68,
86780,298.32,-8357.05,-7735.71,
86790,275.632,-8308.11,-7734.02,
86800,324.249,-8409.44,-7734.1,
86810,308.286,-8377.76,-7735.67,
86820,300.766,-8363.39,-7736.96,
86830,297.912,-8356.18,-7735.69,
86840,311.335,-8386.54,-7738.1,
86850,286.602,-8333.31,-7736.38,
86860,311.152,-8385.31,-7737.25,
86870,281.814,-8322.92,-7735.97,
86880,293.486,-8347.24,-7735.97,
86890,304.048,-8368.14,-7734.87,
86900,305.062,-8371.48,-7736.1,
86910,305.309,-8371.08,-7735.18,
86920,301.655,-8365.17,-7736.89,
86930,289.628,-8338.89,-7735.65,
86940,284.107,-8326.19,-7734.46,
86950,311.432,-8382.96,-7734.31,
86960,309.95,-8381.64,-7736.08,
86970,287.126,-8334.06,-7736.04,
86980,287.584,-8333.58,-7734.61,
86990,294.774,-8348.17,-7734.22,
87000,307.97,-8374.32,-7732.89,
87010,313.446,-8388.36,-7735.52,
87020,297.87,-8357.26,-7736.86,
87030,299.518,-8360.31,-7736.48,
87040,289.434,-8338.01,-7735.18,
87050,295.38,-8349.21,-7734,
87060,311.079,-8382.72,-7734.81,
87070,303.848,-8369.94,-7737.09,
87080,278.286,-8315.55,-7735.95,
87090,273.275,-8303.57,-7734.39,
87100,308.899,-8376.38,-7733.01,
87110,317.118,-8396.59,-7736.1,
87120,304.413,-8371.32,-7737.29,
87130,284.492,-8329.58,-7737.04,
87140,293.972,-8347.6,-7735.32,
87150,293.029,-8345.31,-7734.99,
87160,307.013,-8373.94,-7734.49,
87170,305.577,-8372.09,-7735.64,
87180,303.629,-8368.18,-7735.79,
87190,298.637,-8358.91,-7736.91,
87200,299.98,-8360.8,-7736.01,
87210,333.486,-8432.42,-7737.84,
87220,302.826,-8371.94,-7741.22,
87230,282.004,-8327.29,-7739.94,
87240,290.25,-8344,-7739.47,
87250,303.76,-8372.16,-7739.5,
87260,281.289,-8324.46,-7738.59,
87270,299.06,-8361.06,-7738.18,
87280,292.577,-8346.38,-7737,
87290,305.785,-8374.64,-7737.76,
87300,297.799,-8357.55,-7737.3,
87310,296.788,-8354.74,-7736.6,
87320,319.842,-8403.28,-7737.12,
87330,286.49,-8334.77,-7738.08,
87340,298.092,-8358.25,-7737.38,
87350,271.579,-8301.59,-7735.95,
87360,322.816,-8408.12,-7735.76,
87370,282.689,-8325.94,-7737.16,
87380,298.244,-8356.49,-7735.31,
87390,308.844,-8378.49,-7735.23,
87400,337.006,-8440.66,-7738.75,
87410,291.446,-8347.56,-7740.54,
87420,291.089,-8346.01,-7739.73,
87430,272.718,-8304.93,-7736.91,
87440,305.46,-8373.45,-7737.24,
87450,303.667,-8370.66,-7738.19,
87460,303.059,-8370.52,-7739.31,
87470,299.494,-8362.56,-7738.78,
87480,294.024,-8351.86,-7739.47,
87490,299.869,-8362.08,-7737.52,
87500,308.389,-8381.46,-7739.15,
87510,296.69,-8358.08,-7740.14,
87520,305.868,-8377.84,-7740.78,
87530,287.998,-8340.56,-7740.72,
87540,287.409,-8336.83,-7738.22,
87550,307.956,-8380.26,-7738.86,
87560,323.11,-8414.11,-7741.14,
87570,287.071,-8339.84,-7741.93,
87580,293.624,-8351.98,-7740.43,
87590,281.129,-8325.41,-7739.88,
87600,303.427,-8369.75,-7737.78,
87610,298.945,-8361.6,-7738.96,
87620,327.303,-8421.37,-7739.66,
87630,286.408,-8336.71,-7740.19,
87640,300.967,-8366.8,-7739.95,
87650,289.585,-8342.2,-7739.06,
87660,319.524,-8405.99,-7740.49,
87670,258.524,-8276.48,-7738.03,
87680,311.624,-8386.31,-7737.26,
87690,298.563,-8359.17,-7737.33,
87700,306.644,-8377.8,-7739.12,
87710,298.547,-8360.36,-7738.55,
87720,310.556,-8386.26,-7739.44,
87730,289.829,-8342.86,-7739.21,
87740,308.067,-8381.17,-7739.54,
87750,295.407,-8354.84,-7739.57,
87760,292.876,-8348.6,-7738.6,
87770,305.337,-8374.38,-7738.43,
87780,306.736,-8377.33,-7738.46,
87790,294.454,-8352.5,-7739.22,
87800,284.192,-8329.71,-7737.8,
87810,312.622,-8389.72,-7738.6,
87820,283.725,-8328.83,-7737.89,
87830,295.892,-8354.2,-7737.92,
87840,286.507,-8332.5,-7735.77,
87850,314.381,-8392.09,-7737.31,
87860,282.455,-8324.69,-7736.39,
87870,303.093,-8367.35,-7736.07,
87880,302.545,-8365.95,-7735.81,
87890,301.929,-8366.19,-7737.34,
87900,286.528,-8331.33,-7734.56,
87910,305.391,-8371.93,-7735.87,
87920,292.608,-8344.39,-7734.95,
87930,286.66,-8332.51,-7735.46,
87940,310.163,-8380.48,-7734.48,
87950,284.078,-8326.57,-7734.9,
87960,314.282,-8389.1,-7734.52,
87970,298.921,-8358.21,-7735.62,
87980,304.854,-8370.59,-7735.64,
87990,309.649,-8381.92,-7736.99,
88000,305.444,-8374.08,-7737.91,
88010,279.9,-8319.21,-7736.24,
88020,291.962,-8343.21,-7735.11,
88030,336.216,-8436.91,-7736.65,
88040,304.989,-8375.41,-7740.18,
88050,288.208,-8341.65,-7741.37,
88060,268.259,-8298.95,-7740.22,
88070,315.952,-8397.68,-7739.62,
88080,271.222,-8304.66,-7739.77,
88090,305.64,-8374.59,-7738.01,
88100,297.947,-8358.02,-7737.46,
88110,323.469,-8413.15,-7739.44,
88120,274.168,-8308.5,-7737.46,
88130,321.793,-8408.74,-7738.52,
88140,293.547,-8349.83,-7738.43,
88150,302.249,-8369.64,-7740.12,
88160,296.113,-8356.23,-7739.49,
88170,284.298,-8331.42,-7739.29,
88180,267.476,-8293.33,-7736.23,
88190,293.207,-8345.62,-7734.93,
88200,319.109,-8400.85,-7736.22,
88210,316.656,-8397.7,-7738.17,
88220,304.992,-8374.29,-7739.06,
88230,294.899,-8352.27,-7738.06,
88240,301.517,-8366.48,-7738.49,
88250,297.226,-8357.34,-7738.28,
88260,286.147,-8334.27,-7738.29,
88270,273.653,-8304.63,-7734.67,
88280,309.057,-8378.77,-7735.07,
88290,314.763,-8391.98,-7736.39,
88300,300.113,-8363.32,-7738.24,
88310,294.307,-8350.58,-7737.61,
88320,297.541,-8357.33,-7737.61,
88330,316.585,-8397.54,-7738.16,
88340,280.5,-8323.34,-7739.12,
88350,297.425,-8357.13,-7737.66,
88360,297.542,-8356.8,-7737.08,
